,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1.0,63,55,3,119,2,21,7,8,8,0,0,1,,3,2,5,Sampdoria,,0,08.12.2019 18:00,Serie A - Round 15,cat0,2.0,45,45,2,101,1,18,7,8,6,2,1,1,,3,1,7,Parma,,1,08.12.2019 18:00,Serie A - Round 15
1,cat1,1.0,87,59,2,334,1,45,8,5,10,1,0,2,,4,4,6,Sampdoria,,3,08.12.2019 18:00,Serie A - Round 15,cat1,2.0,34,41,2,154,1,22,5,10,4,4,0,1,,1,1,8,Parma,,1,08.12.2019 18:00,Serie A - Round 15
2,cat2,1.0,54,52,0,217,3,18,7,9,4,1,2,1,,2,2,10,Sassuolo,,3,08.12.2019 15:00,Serie A - Round 15,cat2,2.0,47,48,0,184,2,14,6,7,1,0,0,2,,0,1,5,Cagliari,,3,08.12.2019 15:00,Serie A - Round 15
3,cat3,1.0,75,60,0,69,5,37,3,12,5,0,0,0,,4,1,7,Sassuolo,,0,08.12.2019 15:00,Serie A - Round 15,cat3,2.0,38,40,0,53,2,18,13,5,3,1,2,0,,1,2,8,Cagliari,,1,08.12.2019 15:00,Serie A - Round 15
4,cat4,1.0,55,49,0,237,0,28,10,9,3,3,0,1,,3,0,6,Spal,,3,08.12.2019 15:00,Serie A - Round 15,cat4,2.0,46,51,3,172,1,16,8,12,7,0,0,1,,1,3,4,Brescia,,1,08.12.2019 15:00,Serie A - Round 15
5,cat5,1.0,89,67,6,87,3,48,8,9,15,3,0,1,,5,4,6,Spal,,0,08.12.2019 15:00,Serie A - Round 15,cat5,2.0,25,33,0,28,0,13,10,8,5,4,1,0,,1,4,7,Brescia,,2,08.12.2019 15:00,Serie A - Round 15
6,cat6,1.0,55,50,2,154,3,35,7,10,8,0,1,0,,2,4,14,Torino,,2,08.12.2019 15:00,Serie A - Round 15,cat6,2.0,59,50,0,154,2,27,9,7,2,3,0,0,,2,0,8,Fiorentina,,1,08.12.2019 15:00,Serie A - Round 15
7,cat7,1.0,52,36,0,89,0,10,12,10,2,4,1,0,,1,1,10,Torino,,2,08.12.2019 15:00,Serie A - Round 15,cat7,2.0,74,64,6,167,7,47,8,11,13,0,1,2,,2,5,15,Fiorentina,,2,08.12.2019 15:00,Serie A - Round 15
8,cat8,1.0,43,46,0,139,2,20,7,11,2,0,0,2,,1,1,14,Lecce,,2,08.12.2019 12:30,Serie A - Round 15,cat8,2.0,58,54,4,183,2,38,10,8,9,1,2,1,,3,2,12,Genoa,,2,08.12.2019 12:30,Serie A - Round 15
9,cat9,1.0,77,60,6,218,9,39,10,9,20,2,2,0,0,10,4,6,Lecce,,3,08.12.2019 12:30,Serie A - Round 15,cat9,2.0,42,40,0,127,1,13,8,10,5,2,0,1,2,3,2,11,Genoa,,4,08.12.2019 12:30,Serie A - Round 15
10,cat10,1.0,33,46,,152,4,31,3,6,5,3,1,2,,4,1,6,Lazio,,1,07.12.2019 20:45,Serie A - Round 15,cat10,2.0,71,54,,272,3,23,6,6,5,0,1,0,,1,4,13,Juventus,,2,07.12.2019 20:45,Serie A - Round 15
11,cat11,1.0,30,48,,189,0,22,11,5,7,1,2,1,0,0,7,6,Lazio,,3,07.12.2019 20:45,Serie A - Round 15,cat11,2.0,66,52,,260,2,24,4,11,3,5,0,0,1,2,1,2,Juventus,,1,07.12.2019 20:45,Serie A - Round 15
12,cat12,1.0,34,36,,135,2,6,9,8,3,0,1,1,,2,1,6,Udinese,,1,07.12.2019 18:00,Serie A - Round 15,cat12,2.0,85,64,,279,4,33,7,10,3,0,0,0,,3,0,8,Napoli,,2,07.12.2019 18:00,Serie A - Round 15
13,cat13,1.0,36,36,,107,1,16,11,8,2,2,0,0,0,2,0,3,Udinese,,2,07.12.2019 18:00,Serie A - Round 15,cat13,2.0,73,64,,313,6,52,8,10,9,0,1,0,1,6,3,4,Napoli,,2,07.12.2019 18:00,Serie A - Round 15
14,cat14,1.0,44,49,,162,4,32,6,8,6,0,1,1,,2,4,7,Atalanta,,1,07.12.2019 15:00,Serie A - Round 15,cat14,2.0,77,51,,130,2,22,9,6,3,3,1,1,,2,1,10,Verona,,2,07.12.2019 15:00,Serie A - Round 15
15,cat15,1.0,73,67,4,221,9,38,8,5,15,0,2,1,0,5,6,6,Atalanta,,0,07.12.2019 15:00,Serie A - Round 15,cat15,2.0,47,33,2,120,2,13,7,7,4,4,1,0,1,1,1,8,Verona,,3,07.12.2019 15:00,Serie A - Round 15
16,cat16,1.0,52,48,1,201,6,22,5,4,4,2,0,3,,2,1,9,Inter,242,,06.12.2019 20:45,Serie A - Round 15,cat16,2.0,50,52,0,229,2,23,4,8,2,1,0,0,,0,2,7,AS Roma,258,,06.12.2019 20:45,Serie A - Round 15
17,cat17,1.0,71,50,1,208,2,21,7,7,5,0,0,3,,3,1,12,Inter,257,3,06.12.2019 20:45,Serie A - Round 15,cat17,2.0,60,50,2,193,1,28,7,11,4,1,0,0,,2,0,7,AS Roma,247,1,06.12.2019 20:45,Serie A - Round 15
18,cat18,1.0,78,62,,273,3,41,8,7,5,1,0,2,,2,3,9,Cagliari,,,02.12.2019 20:45,Serie A - Round 14,cat18,2.0,46,38,,119,3,17,6,9,5,3,1,1,,3,2,9,Sampdoria,,,02.12.2019 20:45,Serie A - Round 14
19,cat19,1.0,68,66,,263,3,52,7,8,7,1,4,0,,2,5,9,Cagliari,,3,02.12.2019 20:45,Serie A - Round 14,cat19,2.0,48,34,,137,1,15,6,8,4,1,2,2,,1,3,12,Sampdoria,,1,02.12.2019 20:45,Serie A - Round 14
20,cat20,1.0,45,48,0,152,4,27,7,7,4,1,1,4,,1,3,4,Verona,187,1,01.12.2019 20:45,Serie A - Round 14,cat20,2.0,54,52,1,142,2,18,4,10,5,2,2,1,,1,3,4,AS Roma,182,1,01.12.2019 20:45,Serie A - Round 14
21,cat21,1.0,71,62,1,197,2,24,4,10,3,1,0,4,,2,0,4,Verona,262,2,01.12.2019 20:45,Serie A - Round 14,cat21,2.0,40,38,3,116,3,17,10,8,7,0,1,1,,2,2,3,AS Roma,148,2,01.12.2019 20:45,Serie A - Round 14
22,cat22,1.0,68,56,,254,6,31,5,4,10,3,1,1,,7,3,7,Napoli,,1,01.12.2019 18:00,Serie A - Round 14,cat22,2.0,47,44,,188,0,11,3,6,5,2,0,1,,2,3,7,Bologna,,1,01.12.2019 18:00,Serie A - Round 14
23,cat23,1.0,90,62,,289,1,45,7,10,10,1,0,2,,8,2,6,Napoli,,0,01.12.2019 18:00,Serie A - Round 14,cat23,2.0,35,38,,139,0,15,7,9,4,2,2,3,,1,3,6,Bologna,,4,01.12.2019 18:00,Serie A - Round 14
24,cat24,1.0,83,64,,286,4,41,4,5,9,0,2,1,,4,5,7,Inter,,,01.12.2019 15:00,Serie A - Round 14,cat24,2.0,34,36,,188,0,8,4,6,1,3,0,0,,1,0,8,Spal,,,01.12.2019 15:00,Serie A - Round 14
25,cat25,1.0,58,52,,184,4,24,11,14,7,2,0,0,,2,5,8,Inter,,1,01.12.2019 15:00,Serie A - Round 14,cat25,2.0,45,48,,215,0,19,13,12,7,5,1,1,,4,3,5,Spal,,4,01.12.2019 15:00,Serie A - Round 14
26,cat26,1.0,61,51,,212,1,30,4,5,11,0,3,1,,6,5,5,Lazio,,0,01.12.2019 15:00,Serie A - Round 14,cat26,2.0,42,49,,203,1,18,5,6,3,2,0,1,,3,0,10,Udinese,,1,01.12.2019 15:00,Serie A - Round 14
27,cat27,1.0,59,57,,365,1,25,5,9,4,0,0,1,,3,1,10,Lazio,,,01.12.2019 15:00,Serie A - Round 14,cat27,2.0,66,43,,328,1,18,7,7,1,1,0,2,,1,0,7,Udinese,,,01.12.2019 15:00,Serie A - Round 14
28,cat28,1.0,29,35,,142,0,14,7,11,1,2,0,1,,1,0,5,Parma,,,01.12.2019 15:00,Serie A - Round 14,cat28,2.0,72,65,,265,4,41,9,8,8,0,0,2,,6,2,7,AC Milan,,,01.12.2019 15:00,Serie A - Round 14
29,cat29,1.0,33,33,,131,1,12,6,7,5,5,0,2,,5,0,13,Parma,,1,01.12.2019 15:00,Serie A - Round 14,cat29,2.0,80,67,,317,3,34,6,7,11,0,1,0,,5,6,8,AC Milan,,3,01.12.2019 15:00,Serie A - Round 14
30,cat30,1.0,63,57,,277,2,35,6,4,5,2,1,0,,3,2,13,Juventus,,0,01.12.2019 12:30,Serie A - Round 14,cat30,2.0,50,43,,223,2,26,4,6,6,1,1,0,,3,3,6,Sassuolo,,1,01.12.2019 12:30,Serie A - Round 14
