,H_datetime,H_Gameinfo,H_Teamnames,H_Goals,H_Ball Possession,H_Goal Attempts,H_Shots on Goal,H_Shots off Goal,H_Blocked Shots,H_Free Kicks,H_Corner Kicks,H_Offsides,H_Goalkeeper Saves,H_Fouls,H_Yellow Cards,H_Red Cards,H_Total Passes,H_Completed Passes,H_Tackles,H_Attacks,H_Dangerous Attacks,A_datetime,A_gameinfo,A_Teamnames,A_Goals,A_Ball Possession,A_Goal Attempts,A_Shots on Goal,A_Shots off Goal,A_Blocked Shots,A_Free Kicks,A_Corner Kicks,A_Offsides,A_Goalkeeper Saves,A_Fouls,A_Yellow Cards,A_Red Cards,A_Total Passes,A_Completed Passes,A_Tackles,A_Attacks,A_Dangerous Attacks,H_cat,gameurl
0,11.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Almeria,0,62,12,3,6,3,13,6,0,0,9,1,,,,,63,38,11.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Rayo Vallecano,0,38,3,0,0,3,9,1,0,3,13,2,,,,,44,12,cat0,https://www.flashscore.com/match/pAqhrBjO/#/match-summary/match-statistics/2
1,11.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Almeria,0,58,7,2,5,0,12,2,1,2,7,0,,,,,49,21,11.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Rayo Vallecano,2,42,7,4,2,1,4,2,1,2,12,1,,,,,44,24,cat1,https://www.flashscore.com/match/pAqhrBjO/#/match-summary/match-statistics/1
2,11.08.2023 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Sevilla,1,58,6,2,3,1,9,5,1,1,8,1,1,,,,55,35,11.08.2023 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Valencia,2,42,6,3,2,1,9,0,0,1,10,0,0,,,,37,15,cat2,https://www.flashscore.com/match/UXHA0h6h/#/match-summary/match-statistics/2
3,11.08.2023 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Sevilla,0,52,3,1,2,0,9,3,2,0,7,2,,,,,45,24,11.08.2023 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Valencia,0,48,4,0,4,0,9,1,0,1,7,2,,,,,50,13,cat3,https://www.flashscore.com/match/UXHA0h6h/#/match-summary/match-statistics/1
4,12.08.2023 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Sociedad,0,57,11,1,9,1,6,2,0,0,10,1,,,,,66,27,12.08.2023 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Girona,1,43,2,1,0,1,9,0,1,1,4,3,,,,,40,11,cat4,https://www.flashscore.com/match/bD9RdA5H/#/match-summary/match-statistics/2
5,12.08.2023 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Sociedad,1,38,4,1,2,1,5,2,0,0,12,1,,,,,38,12,12.08.2023 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Girona,0,62,4,0,2,2,8,1,2,0,5,2,,,,,48,18,cat5,https://www.flashscore.com/match/bD9RdA5H/#/match-summary/match-statistics/1
6,12.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Las Palmas,0,62,3,1,1,1,19,2,0,1,6,2,,,,,48,11,12.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Mallorca,1,38,9,2,6,1,6,5,3,1,15,1,,,,,49,13,cat6,https://www.flashscore.com/match/8OGEaCLb/#/match-summary/match-statistics/2
7,12.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Las Palmas,1,76,2,1,0,1,9,1,1,0,5,1,,,,,79,17,12.08.2023 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Mallorca,0,24,3,0,2,1,5,1,3,0,6,1,,,,,28,13,cat7,https://www.flashscore.com/match/8OGEaCLb/#/match-summary/match-statistics/1
8,12.08.2023 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Ath Bilbao,0,50,6,0,3,3,4,6,1,3,8,2,,,,,67,41,12.08.2023 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Madrid,0,50,4,3,1,0,7,1,0,0,4,1,,,,,41,17,cat8,https://www.flashscore.com/match/dpmdsV5U/#/match-summary/match-statistics/2
9,12.08.2023 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Ath Bilbao,0,42,1,1,0,0,4,1,1,3,10,1,,,,,50,20,12.08.2023 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Madrid,2,58,10,5,2,3,11,4,2,1,2,0,,,,,67,21,cat9,https://www.flashscore.com/match/dpmdsV5U/#/match-summary/match-statistics/1
